2025-04-22 16:07:00 - INFO - [INFO] rank1 training examples: [1, 5, 9, 13] ... [319985, 319989, 319993, 319997]| example_nums:80000 | training_steps:20000

... [319984, 319988, 319992, 319996]| example_nums:80000 | training_steps:20000
2025-04-22 16:07:03 - INFO - Total parameters: 2485473280
2025-04-22 16:07:03 - INFO - Trainable parameters: 13844480
2025-04-22 16:07:03 - INFO - Embedding parameters: 525336576
2025-04-22 16:07:03 - INFO - non-Embedding parameters: 1960136704
2025-04-22 16:07:03 - INFO - Embedding parameters percentage: 21.14%
2025-04-22 16:07:03 - INFO - Trainable parameters percentage: 0.56%
2025-04-22 16:08:49 - INFO - {'run_time(hours)': 0.02913433074951172, 'total_steps': 20000, 'steps': 100.0, 'training_loss': {'ae_loss': 1.3359375, 'lm_loss': 2.359375}, 'learning_rate': 3.322333333333335e-05}
2025-04-22 19:56:59 - INFO - {'run_time(hours)': 3.8319654723670746, 'total_steps': 20000, 'steps': 11800.0, 'training_loss': {'ae_loss': 0.057373046875, 'lm_loss': 2.109375}, 'learning_rate': 0.0001}
2025-04-22 19:59:00 - INFO - {'run_time(hours)': 3.86541911886798, 'total_steps': 20000, 'steps': 11900.0, 'training_loss': {'ae_loss': 0.0194091796875, 'lm_loss': 2.609375}, 'learning_rate': 0.0001}
2025-04-22 20:01:02 - INFO - {'run_time(hours)': 3.899492464661598, 'total_steps': 20000, 'steps': 12000.0, 'training_loss': {'ae_loss': 0.01806640625, 'lm_loss': 3.046875}, 'learning_rate': 0.0001}
2025-04-22 20:02:58 - INFO - {'run_time(hours)': 3.9315863755676483, 'total_steps': 20000, 'steps': 12100.0, 'training_loss': {'ae_loss': 0.0177001953125, 'lm_loss': 2.21875}, 'learning_rate': 0.0001}
2025-04-22 20:04:51 - INFO - {'run_time(hours)': 3.9628915150298014, 'total_steps': 20000, 'steps': 12200.0, 'training_loss': {'ae_loss': 0.09716796875, 'lm_loss': 2.375}, 'learning_rate': 0.0001}
2025-04-22 20:06:50 - INFO - {'run_time(hours)': 3.9959083058436713, 'total_steps': 20000, 'steps': 12300.0, 'training_loss': {'ae_loss': 0.0137939453125, 'lm_loss': 2.6875}, 'learning_rate': 0.0001}
2025-04-22 20:08:43 - INFO - {'run_time(hours)': 4.027472449408637, 'total_steps': 20000, 'steps': 12400.0, 'training_loss': {'ae_loss': 0.0120849609375, 'lm_loss': 2.390625}, 'learning_rate': 0.0001}
2025-04-22 20:10:39 - INFO - {'run_time(hours)': 4.059547856251399, 'total_steps': 20000, 'steps': 12500.0, 'training_loss': {'ae_loss': 0.0274658203125, 'lm_loss': 2.890625}, 'learning_rate': 0.0001}
2025-04-22 20:12:39 - INFO - {'run_time(hours)': 4.092942261430952, 'total_steps': 20000, 'steps': 12600.0, 'training_loss': {'ae_loss': 0.006317138671875, 'lm_loss': 2.515625}, 'learning_rate': 0.0001}
2025-04-22 20:14:38 - INFO - {'run_time(hours)': 4.126025140881539, 'total_steps': 20000, 'steps': 12700.0, 'training_loss': {'ae_loss': 0.01507568359375, 'lm_loss': 2.59375}, 'learning_rate': 0.0001}
2025-04-22 20:16:31 - INFO - {'run_time(hours)': 4.157548244131936, 'total_steps': 20000, 'steps': 12800.0, 'training_loss': {'ae_loss': 0.0673828125, 'lm_loss': 2.609375}, 'learning_rate': 0.0001}
2025-04-22 20:18:25 - INFO - {'run_time(hours)': 4.189037873744964, 'total_steps': 20000, 'steps': 12900.0, 'training_loss': {'ae_loss': 0.0186767578125, 'lm_loss': 2.9375}, 'learning_rate': 0.0001}
2025-04-22 20:20:22 - INFO - {'run_time(hours)': 4.221650263600879, 'total_steps': 20000, 'steps': 13000.0, 'training_loss': {'ae_loss': 0.030029296875, 'lm_loss': 3.828125}, 'learning_rate': 0.0001}
2025-04-22 20:22:18 - INFO - {'run_time(hours)': 4.253699246247609, 'total_steps': 20000, 'steps': 13100.0, 'training_loss': {'ae_loss': 0.015625, 'lm_loss': 1.5625}, 'learning_rate': 0.0001}
2025-04-22 20:24:17 - INFO - {'run_time(hours)': 4.286830121212535, 'total_steps': 20000, 'steps': 13200.0, 'training_loss': {'ae_loss': 0.053466796875, 'lm_loss': 3.125}, 'learning_rate': 0.0001}
2025-04-22 20:26:07 - INFO - {'run_time(hours)': 4.317414052022828, 'total_steps': 20000, 'steps': 13300.0, 'training_loss': {'ae_loss': 0.048828125, 'lm_loss': 3.390625}, 'learning_rate': 0.0001}
2025-04-22 20:28:00 - INFO - {'run_time(hours)': 4.348813092774815, 'total_steps': 20000, 'steps': 13400.0, 'training_loss': {'ae_loss': 0.0234375, 'lm_loss': 3.046875}, 'learning_rate': 0.0001}
2025-04-22 20:29:55 - INFO - {'run_time(hours)': 4.380858512057198, 'total_steps': 20000, 'steps': 13500.0, 'training_loss': {'ae_loss': 0.0223388671875, 'lm_loss': 3.59375}, 'learning_rate': 0.0001}
2025-04-22 20:31:52 - INFO - {'run_time(hours)': 4.413215608861711, 'total_steps': 20000, 'steps': 13600.0, 'training_loss': {'ae_loss': 0.0118408203125, 'lm_loss': 2.421875}, 'learning_rate': 0.0001}
2025-04-22 20:33:49 - INFO - {'run_time(hours)': 4.445831116371685, 'total_steps': 20000, 'steps': 13700.0, 'training_loss': {'ae_loss': 0.009521484375, 'lm_loss': 2.09375}, 'learning_rate': 0.0001}
2025-04-22 20:35:44 - INFO - {'run_time(hours)': 4.477789603736666, 'total_steps': 20000, 'steps': 13800.0, 'training_loss': {'ae_loss': 0.062255859375, 'lm_loss': 3.125}, 'learning_rate': 0.0001}
2025-04-22 20:37:43 - INFO - {'run_time(hours)': 4.510765301254061, 'total_steps': 20000, 'steps': 13900.0, 'training_loss': {'ae_loss': 0.007293701171875, 'lm_loss': 2.15625}, 'learning_rate': 0.0001}
2025-04-22 20:39:40 - INFO - {'run_time(hours)': 4.543349916802512, 'total_steps': 20000, 'steps': 14000.0, 'training_loss': {'ae_loss': 0.0068359375, 'lm_loss': 3.140625}, 'learning_rate': 0.0001}
2025-04-22 20:41:36 - INFO - {'run_time(hours)': 4.5755538365576, 'total_steps': 20000, 'steps': 14100.0, 'training_loss': {'ae_loss': 0.01519775390625, 'lm_loss': 1.6484375}, 'learning_rate': 0.0001}
2025-04-22 20:43:33 - INFO - {'run_time(hours)': 4.608071016735501, 'total_steps': 20000, 'steps': 14200.0, 'training_loss': {'ae_loss': 0.021484375, 'lm_loss': 2.40625}, 'learning_rate': 0.0001}
2025-04-22 20:45:28 - INFO - {'run_time(hours)': 4.639974742796686, 'total_steps': 20000, 'steps': 14300.0, 'training_loss': {'ae_loss': 0.01324462890625, 'lm_loss': 1.4921875}, 'learning_rate': 0.0001}
2025-04-22 20:47:23 - INFO - {'run_time(hours)': 4.671830440560977, 'total_steps': 20000, 'steps': 14400.0, 'training_loss': {'ae_loss': 0.0517578125, 'lm_loss': 2.015625}, 'learning_rate': 0.0001}
2025-04-22 20:49:18 - INFO - {'run_time(hours)': 4.703935787015491, 'total_steps': 20000, 'steps': 14500.0, 'training_loss': {'ae_loss': 0.0107421875, 'lm_loss': 2.359375}, 'learning_rate': 0.0001}
2025-04-22 20:51:13 - INFO - {'run_time(hours)': 4.7356406270133125, 'total_steps': 20000, 'steps': 14600.0, 'training_loss': {'ae_loss': 0.041015625, 'lm_loss': 2.578125}, 'learning_rate': 0.0001}
2025-04-22 20:53:05 - INFO - {'run_time(hours)': 4.766855617496702, 'total_steps': 20000, 'steps': 14700.0, 'training_loss': {'ae_loss': 0.040771484375, 'lm_loss': 3.03125}, 'learning_rate': 0.0001}
2025-04-22 20:55:00 - INFO - {'run_time(hours)': 4.798915988935365, 'total_steps': 20000, 'steps': 14800.0, 'training_loss': {'ae_loss': 0.0177001953125, 'lm_loss': 3.015625}, 'learning_rate': 0.0001}
2025-04-22 20:56:56 - INFO - {'run_time(hours)': 4.830899429056379, 'total_steps': 20000, 'steps': 14900.0, 'training_loss': {'ae_loss': 0.0247802734375, 'lm_loss': 2.203125}, 'learning_rate': 0.0001}
2025-04-22 20:58:52 - INFO - {'run_time(hours)': 4.863340533309513, 'total_steps': 20000, 'steps': 15000.0, 'training_loss': {'ae_loss': 0.02197265625, 'lm_loss': 0.8671875}, 'learning_rate': 0.0001}
2025-04-22 21:00:49 - INFO - {'run_time(hours)': 4.895722714000278, 'total_steps': 20000, 'steps': 15100.0, 'training_loss': {'ae_loss': 0.0072021484375, 'lm_loss': 2.265625}, 'learning_rate': 0.0001}
2025-04-22 21:02:42 - INFO - {'run_time(hours)': 4.927020424869325, 'total_steps': 20000, 'steps': 15200.0, 'training_loss': {'ae_loss': 0.07763671875, 'lm_loss': 1.3671875}, 'learning_rate': 0.0001}
2025-04-22 21:04:42 - INFO - {'run_time(hours)': 4.960439428687096, 'total_steps': 20000, 'steps': 15300.0, 'training_loss': {'ae_loss': 0.013671875, 'lm_loss': 2.578125}, 'learning_rate': 0.0001}
2025-04-22 21:06:41 - INFO - {'run_time(hours)': 4.993550274040964, 'total_steps': 20000, 'steps': 15400.0, 'training_loss': {'ae_loss': 0.0037078857421875, 'lm_loss': 2.484375}, 'learning_rate': 0.0001}
2025-04-22 21:08:40 - INFO - {'run_time(hours)': 5.026719871229596, 'total_steps': 20000, 'steps': 15500.0, 'training_loss': {'ae_loss': 0.0125732421875, 'lm_loss': 2.90625}, 'learning_rate': 0.0001}
2025-04-22 21:10:37 - INFO - {'run_time(hours)': 5.059146653413773, 'total_steps': 20000, 'steps': 15600.0, 'training_loss': {'ae_loss': 0.0213623046875, 'lm_loss': 3.34375}, 'learning_rate': 0.0001}
2025-04-22 21:12:34 - INFO - {'run_time(hours)': 5.091500233478016, 'total_steps': 20000, 'steps': 15700.0, 'training_loss': {'ae_loss': 0.025146484375, 'lm_loss': 2.296875}, 'learning_rate': 0.0001}
2025-04-22 21:14:28 - INFO - {'run_time(hours)': 5.123331553075048, 'total_steps': 20000, 'steps': 15800.0, 'training_loss': {'ae_loss': 0.018310546875, 'lm_loss': 2.4375}, 'learning_rate': 0.0001}
2025-04-22 21:16:26 - INFO - {'run_time(hours)': 5.155963639815648, 'total_steps': 20000, 'steps': 15900.0, 'training_loss': {'ae_loss': 0.01263427734375, 'lm_loss': 2.953125}, 'learning_rate': 0.0001}
2025-04-22 21:18:24 - INFO - {'run_time(hours)': 5.188860824571716, 'total_steps': 20000, 'steps': 16000.0, 'training_loss': {'ae_loss': 0.05419921875, 'lm_loss': 1.2890625}, 'learning_rate': 0.0001}
2025-04-22 21:20:17 - INFO - {'run_time(hours)': 5.220061686171426, 'total_steps': 20000, 'steps': 16100.0, 'training_loss': {'ae_loss': 0.00628662109375, 'lm_loss': 2.3125}, 'learning_rate': 0.0001}
2025-04-22 21:22:12 - INFO - {'run_time(hours)': 5.252261164916886, 'total_steps': 20000, 'steps': 16200.0, 'training_loss': {'ae_loss': 0.0133056640625, 'lm_loss': 2.609375}, 'learning_rate': 0.0001}
2025-04-22 21:24:11 - INFO - {'run_time(hours)': 5.2851459175348285, 'total_steps': 20000, 'steps': 16300.0, 'training_loss': {'ae_loss': 0.01416015625, 'lm_loss': 2.546875}, 'learning_rate': 0.0001}
2025-04-22 21:26:10 - INFO - {'run_time(hours)': 5.318140676021576, 'total_steps': 20000, 'steps': 16400.0, 'training_loss': {'ae_loss': 0.0181884765625, 'lm_loss': 2.421875}, 'learning_rate': 0.0001}
2025-04-22 21:28:10 - INFO - {'run_time(hours)': 5.351501177814272, 'total_steps': 20000, 'steps': 16500.0, 'training_loss': {'ae_loss': 0.032958984375, 'lm_loss': 2.515625}, 'learning_rate': 0.0001}
2025-04-22 21:30:07 - INFO - {'run_time(hours)': 5.384135275483131, 'total_steps': 20000, 'steps': 16600.0, 'training_loss': {'ae_loss': 0.01214599609375, 'lm_loss': 3.234375}, 'learning_rate': 0.0001}
2025-04-22 21:32:06 - INFO - {'run_time(hours)': 5.417010910577244, 'total_steps': 20000, 'steps': 16700.0, 'training_loss': {'ae_loss': 0.006805419921875, 'lm_loss': 2.484375}, 'learning_rate': 0.0001}
2025-04-22 21:34:02 - INFO - {'run_time(hours)': 5.449452539483707, 'total_steps': 20000, 'steps': 16800.0, 'training_loss': {'ae_loss': 0.006805419921875, 'lm_loss': 1.96875}, 'learning_rate': 0.0001}
2025-04-22 21:36:04 - INFO - {'run_time(hours)': 5.4833786387576, 'total_steps': 20000, 'steps': 16900.0, 'training_loss': {'ae_loss': 0.048828125, 'lm_loss': 1.9921875}, 'learning_rate': 0.0001}
2025-04-22 21:38:01 - INFO - {'run_time(hours)': 5.515777726504538, 'total_steps': 20000, 'steps': 17000.0, 'training_loss': {'ae_loss': 0.0279541015625, 'lm_loss': 2.234375}, 'learning_rate': 0.0001}
2025-04-22 21:40:00 - INFO - {'run_time(hours)': 5.548724844588174, 'total_steps': 20000, 'steps': 17100.0, 'training_loss': {'ae_loss': 0.0196533203125, 'lm_loss': 2.75}, 'learning_rate': 0.0001}
2025-04-22 21:41:57 - INFO - {'run_time(hours)': 5.581348554359542, 'total_steps': 20000, 'steps': 17200.0, 'training_loss': {'ae_loss': 0.01116943359375, 'lm_loss': 2.65625}, 'learning_rate': 0.0001}
2025-04-22 21:43:55 - INFO - {'run_time(hours)': 5.614151859084765, 'total_steps': 20000, 'steps': 17300.0, 'training_loss': {'ae_loss': 0.01409912109375, 'lm_loss': 2.78125}, 'learning_rate': 0.0001}
2025-04-22 21:45:53 - INFO - {'run_time(hours)': 5.646911587317785, 'total_steps': 20000, 'steps': 17400.0, 'training_loss': {'ae_loss': 0.003204345703125, 'lm_loss': 2.28125}, 'learning_rate': 0.0001}
2025-04-22 21:47:53 - INFO - {'run_time(hours)': 5.68019094672468, 'total_steps': 20000, 'steps': 17500.0, 'training_loss': {'ae_loss': 0.004302978515625, 'lm_loss': 2.34375}, 'learning_rate': 0.0001}
2025-04-22 21:49:51 - INFO - {'run_time(hours)': 5.712849200765292, 'total_steps': 20000, 'steps': 17600.0, 'training_loss': {'ae_loss': 0.011962890625, 'lm_loss': 2.546875}, 'learning_rate': 0.0001}
2025-04-22 21:51:49 - INFO - {'run_time(hours)': 5.745825567245483, 'total_steps': 20000, 'steps': 17700.0, 'training_loss': {'ae_loss': 0.0185546875, 'lm_loss': 1.796875}, 'learning_rate': 0.0001}
2025-04-22 21:53:50 - INFO - {'run_time(hours)': 5.779353101717101, 'total_steps': 20000, 'steps': 17800.0, 'training_loss': {'ae_loss': 0.0169677734375, 'lm_loss': 2.265625}, 'learning_rate': 0.0001}
2025-04-22 21:55:52 - INFO - {'run_time(hours)': 5.813385187255012, 'total_steps': 20000, 'steps': 17900.0, 'training_loss': {'ae_loss': 0.06982421875, 'lm_loss': 2.53125}, 'learning_rate': 0.0001}
2025-04-22 21:57:50 - INFO - {'run_time(hours)': 5.846142589913474, 'total_steps': 20000, 'steps': 18000.0, 'training_loss': {'ae_loss': 0.01123046875, 'lm_loss': 3.015625}, 'learning_rate': 0.0001}
2025-04-22 21:59:47 - INFO - {'run_time(hours)': 5.878542211718029, 'total_steps': 20000, 'steps': 18100.0, 'training_loss': {'ae_loss': 0.010009765625, 'lm_loss': 2.71875}, 'learning_rate': 0.0001}
2025-04-22 22:01:43 - INFO - {'run_time(hours)': 5.910653565724691, 'total_steps': 20000, 'steps': 18200.0, 'training_loss': {'ae_loss': 0.01068115234375, 'lm_loss': 2.75}, 'learning_rate': 0.0001}
2025-04-22 22:03:39 - INFO - {'run_time(hours)': 5.942954182757272, 'total_steps': 20000, 'steps': 18300.0, 'training_loss': {'ae_loss': 0.0264892578125, 'lm_loss': 2.4375}, 'learning_rate': 0.0001}
2025-04-22 22:05:34 - INFO - {'run_time(hours)': 5.974834296107292, 'total_steps': 20000, 'steps': 18400.0, 'training_loss': {'ae_loss': 0.01556396484375, 'lm_loss': 2.171875}, 'learning_rate': 0.0001}
2025-04-22 22:07:34 - INFO - {'run_time(hours)': 6.008120467993948, 'total_steps': 20000, 'steps': 18500.0, 'training_loss': {'ae_loss': 0.0205078125, 'lm_loss': 2.28125}, 'learning_rate': 0.0001}
2025-04-22 22:09:30 - INFO - {'run_time(hours)': 6.040574606524573, 'total_steps': 20000, 'steps': 18600.0, 'training_loss': {'ae_loss': 0.00799560546875, 'lm_loss': 2.140625}, 'learning_rate': 0.0001}
2025-04-22 22:11:27 - INFO - {'run_time(hours)': 6.0728353750043444, 'total_steps': 20000, 'steps': 18700.0, 'training_loss': {'ae_loss': 0.10107421875, 'lm_loss': 1.5}, 'learning_rate': 0.0001}
2025-04-22 22:13:21 - INFO - {'run_time(hours)': 6.104619192481041, 'total_steps': 20000, 'steps': 18800.0, 'training_loss': {'ae_loss': 0.0238037109375, 'lm_loss': 2.390625}, 'learning_rate': 0.0001}
2025-04-22 22:15:16 - INFO - {'run_time(hours)': 6.136541161338489, 'total_steps': 20000, 'steps': 18900.0, 'training_loss': {'ae_loss': 0.0260009765625, 'lm_loss': 1.4140625}, 'learning_rate': 0.0001}
2025-04-22 22:17:16 - INFO - {'run_time(hours)': 6.169794026017189, 'total_steps': 20000, 'steps': 19000.0, 'training_loss': {'ae_loss': 0.0189208984375, 'lm_loss': 2.734375}, 'learning_rate': 0.0001}
2025-04-22 22:19:16 - INFO - {'run_time(hours)': 6.203136030899154, 'total_steps': 20000, 'steps': 19100.0, 'training_loss': {'ae_loss': 0.00823974609375, 'lm_loss': 2.578125}, 'learning_rate': 0.0001}
2025-04-22 22:21:17 - INFO - {'run_time(hours)': 6.236816895074314, 'total_steps': 20000, 'steps': 19200.0, 'training_loss': {'ae_loss': 0.020263671875, 'lm_loss': 2.734375}, 'learning_rate': 0.0001}
2025-04-22 22:23:15 - INFO - {'run_time(hours)': 6.2696193163924745, 'total_steps': 20000, 'steps': 19300.0, 'training_loss': {'ae_loss': 0.0172119140625, 'lm_loss': 0.59375}, 'learning_rate': 0.0001}
2025-04-22 22:25:11 - INFO - {'run_time(hours)': 6.301844171418084, 'total_steps': 20000, 'steps': 19400.0, 'training_loss': {'ae_loss': 0.01904296875, 'lm_loss': 2.765625}, 'learning_rate': 0.0001}
2025-04-22 22:27:05 - INFO - {'run_time(hours)': 6.333596027758387, 'total_steps': 20000, 'steps': 19500.0, 'training_loss': {'ae_loss': 0.01446533203125, 'lm_loss': 3.765625}, 'learning_rate': 0.0001}
2025-04-22 22:29:02 - INFO - {'run_time(hours)': 6.365915825764338, 'total_steps': 20000, 'steps': 19600.0, 'training_loss': {'ae_loss': 0.0177001953125, 'lm_loss': 2.765625}, 'learning_rate': 0.0001}
2025-04-22 22:30:56 - INFO - {'run_time(hours)': 6.397637995084127, 'total_steps': 20000, 'steps': 19700.0, 'training_loss': {'ae_loss': 0.033935546875, 'lm_loss': 2.28125}, 'learning_rate': 0.0001}
2025-04-22 22:32:52 - INFO - {'run_time(hours)': 6.4298508295085695, 'total_steps': 20000, 'steps': 19800.0, 'training_loss': {'ae_loss': 0.0234375, 'lm_loss': 1.140625}, 'learning_rate': 0.0001}
2025-04-22 22:34:48 - INFO - {'run_time(hours)': 6.462103901836607, 'total_steps': 20000, 'steps': 19900.0, 'training_loss': {'ae_loss': 0.0081787109375, 'lm_loss': 2.828125}, 'learning_rate': 0.0001}
2025-04-22 22:36:42 - INFO - {'run_time(hours)': 6.493707500961092, 'total_steps': 20000, 'steps': 20000.0, 'training_loss': {'ae_loss': 0.012451171875, 'lm_loss': 2.828125}, 'learning_rate': 0.0001}
